    u              v            b             y        Hbeta_wide     Hbeta_narrow

3125   0.0    3700   0.0   4275   0.0     5125   0.0   4692  0.000    4795    0.000  
3150   1.0    3725   0.3   4300   0.2     5150   0.5   4702  0.013    4800    0.009  
3175   3.0    3750   0.5   4325   0.5     5175   1.0   4712  0.020    4806    0.012  
3200   6.0    3775   1.0   4350   0.7     5200   2.0   4721  0.028    4812    0.023  
3225  11.0    3800   1.2   4375   1.0     5225   3.0   4731  0.034    4816    0.034  
3250  17.0    3825   1.7   4400   1.2     5250   4.0   4740  0.047    4820    0.053  
3275  23.0    3850   2.0   4425   2.0     5275   6.0   4750  0.064    4822    0.076  
3300  29.0    3875   3.0   4450   2.8     5300  10.0   4760  0.087    4826    0.130  
3325  33.0    3900   3.7   4475   3.7     5325  15.0   4769  0.128    4832    0.229  
3350  36.0    3925   5.0   4500   5.0     5350  23.0   4779  0.181    4836    0.321  
3375  38.0    3950   7.0   4525   8.0     5375  33.0   4788  0.252    4840    0.428  
3400  39.0    3975  13.0   4550  13.0     5400  41.0   4794  0.319    4843    0.527  
3425  39.0    4000  21.0   4575  21.0     5425  46.0   4798  0.356    4844    0.611  
3450  39.0    4025  31.0   4600  31.0     5450  48.0   4802  0.403    4846    0.719  
3475  38.0    4050  41.0   4625  41.0     5475  50.0   4808  0.484    4849    0.870  
3500  37.0    4075  47.0   4650  46.0     5500  53.0   4815  0.604    4851    0.916  
3525  36.0    4100  49.0   4675  48.0     5525  52.0   4818  0.638    4853    0.970  
3550  33.0    4125  48.0   4700  46.0     5550  46.0   4820  0.672    4855    0.996  
3575  30.0    4150  44.0   4725  39.0     5575  35.0   4823  0.712    4857    1.000  
3600  26.0    4175  37.0   4750  29.0     5600  24.0   4827  0.752    4858    0.996  
3625  22.0    4200  28.0   4775  19.0     5625  16.0   4831  0.789    4859    0.962  
3650  17.0    4225  18.0   4800  11.0     5650  10.0   4837  0.840    4861    0.901  
3675  12.0    4250  12.0   4825   7.0     5675   6.0   4842  0.873    4863    0.840  
3700   8.0    4275   8.0   4850   5.0     5700   4.0   4846  0.890    4867    0.733  
3725   5.0    4300   5.5   4875   3.2     5725   3.0   4856  0.923    4869    0.687  
3750   2.0    4325   3.7   4900   2.0     5750   2.0   4861  0.941    4871    0.573  
3775   1.0    4350   2.5   4925   1.3     5775   1.5   4865  0.950    4873    0.496  
3800   0.0    4375   1.5   4950   0.4     5800   1.0   4873  0.975    4875    0.382  
0.     0.     4400   0.9   4975   0.1     5825   0.5   4885  0.994    4876    0.305  
0.     0.     4425   0.5   5000   0.0     5850   0.0   4888  0.999    4879    0.218  
0.     0.     4450   0.3   0.     0.      0.     0.    4894  1.000    4882    0.153  
0.     0.     4475   0.1   0.     0.      0.     0.    4900  0.997    4884    0.130  
0.     0.     4500   0.1   0.     0.      0.     0.    4904  0.990    4888    0.092  
0.     0.     4525   0.0   0.     0.      0.     0.    4910  0.970    4892    0.061          
0.     0.     0.     0.0   0.     0.      0.     0.    4913  0.957    4900    0.024  
0.     0.     0.     0.0   0.     0.      0.     0.    4916  0.940    4905    0.000  
0.     0.     0.     0.0   0.     0.      0.     0.    4919  0.923    0.      0.         
0.     0.     0.     0.0   0.     0.      0.     0.    4923  0.893    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4925  0.873    0.      0.                 
0.     0.     0.     0.0   0.     0.      0.     0.    4933  0.772    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4942  0.594    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4952  0.457    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4962  0.362    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4973  0.269    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4981  0.212    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4990  0.155    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    4995  0.134    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    5000  0.121    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    5008  0.101    0.      0.                
0.     0.     0.     0.0   0.     0.      0.     0.    5019  0.081    0.      0. 
